URL_length,parameter_maxlen,digit_percentage,letter_percentage,parameter_number,XSS_count,evil_char_count,char_0,char_13,char_14,char_16,char_17,char_18,char_20,char_21,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,label
181,16,0.265193,0.574586,11,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,105,0.382812,0.410156,11,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,125,0.644444,0.303704,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,44,0.27451,0.578431,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,48,0.260394,0.603939,17,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,128,0.249284,0.65616,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,40,0.338028,0.591549,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,32,0.451807,0.325301,15,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,33,0.37594,0.428571,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,112,0.393728,0.400697,12,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,32,0.6,0.333333,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,10,0.35443,0.468354,6,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,18,0.456311,0.378641,8,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,105,0.389286,0.403571,12,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,88,0.282051,0.598291,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,32,0.392857,0.419643,13,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,24,0.1,0.7,19,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,62,0.343137,0.545752,13,2,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,32,0.502959,0.343195,10,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
