letter_percentage,XSS_count,evil_char_count,char_11,char_12,char_13,char_14,char_15,char_16,char_17,char_18,char_19,word_1,word_5,word_6,label
0.369231,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.828571,0,1,16,2,26,14,3,0,0,0,0,1,0,0,0
0.703557,0,6,16,2,26,14,3,0,0,0,0,1,0,0,0
0.414201,0,7,16,2,26,14,3,0,0,0,0,1,0,0,0
0.399381,0,7,16,2,26,14,3,0,0,0,0,1,0,0,0
0.688525,0,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.352941,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.306122,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.32967,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.59164,0,5,16,2,26,14,3,0,0,0,0,1,0,0,0
0.775,1,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.435897,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.431507,1,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.458753,1,11,16,2,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.315789,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.442211,1,6,16,2,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.474359,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.32967,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.589888,0,5,16,2,26,14,3,0,0,0,0,1,0,0,0
0.6,0,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.778878,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.392523,0,6,16,2,26,14,3,0,0,0,0,1,0,0,0
0.212121,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.32967,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.51184,0,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.439394,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.545946,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.32967,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.730539,0,4,16,2,26,14,3,0,0,0,0,1,0,0,0
0.32967,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.69697,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,16,2,26,14,3,0,0,0,0,1,0,0,0
0.864407,0,1,16,2,26,14,3,0,0,0,0,1,0,0,0
0.811881,0,3,16,2,26,14,3,0,0,0,0,1,0,0,0
0.440347,0,8,16,2,26,14,3,0,0,0,0,1,0,0,0
0.519355,0,13,2,14,26,14,3,0,0,0,0,1,0,0,0
0.493333,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.548223,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.416667,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.496503,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.425926,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.853952,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.625,0,0,2,14,26,14,3,0,0,0,0,1,0,0,0
0.551913,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.617647,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.306122,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.45,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.554945,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.385593,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.39,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.446602,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.412214,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.337278,0,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.407855,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.534392,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.541126,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.458753,1,11,2,14,26,14,3,0,0,0,0,1,0,0,0
0.510204,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.358974,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468504,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.616034,1,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.458753,1,11,2,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.614583,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.142857,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.465116,1,10,2,14,26,14,3,0,0,0,0,1,0,0,0
0.458753,1,11,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.40724,1,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.730415,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.517685,0,13,2,14,26,14,3,0,0,0,0,1,0,0,0
0.032258,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.517241,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.438178,1,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.469484,1,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.373832,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.593301,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.768889,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.372385,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.265823,1,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.481481,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.407143,0,8,2,14,26,14,3,0,0,0,0,1,0,0,0
0.377551,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.458015,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.372385,0,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.458333,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.538776,2,8,2,14,26,14,3,0,0,0,0,1,0,0,0
0.432292,1,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.85,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.415385,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.369318,0,8,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.197026,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.39576,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.40625,0,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.429952,1,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.414286,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.508475,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.794118,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.325581,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.736111,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.44898,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.610169,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.444444,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.437229,1,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.610169,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.238095,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.793651,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.307692,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.719814,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.608696,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.637681,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.406699,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.868946,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.0,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.416667,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.637681,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.227941,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.775,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.541667,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.358209,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.777419,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.488889,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.285714,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.631579,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.634538,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.385827,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.636364,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.484277,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.5,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.661654,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.307692,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.427861,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.41994,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.416667,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.444444,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.795518,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.52349,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.44898,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.189873,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.527273,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.142857,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.159851,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.508475,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.526316,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.566038,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.465116,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.545455,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.350427,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.381098,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.633065,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.640316,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.44186,1,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.646421,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.520958,0,12,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.37931,1,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.491803,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.540984,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.576271,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.565217,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.350877,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.627119,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.593407,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.380952,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.321839,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.566038,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.308989,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.382353,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.875,0,0,1,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.434263,2,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.611111,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.269036,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.357143,1,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.363636,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.465116,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.663978,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.540179,1,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.233333,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.461538,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.398458,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.512397,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.406504,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.474359,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.289157,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.469388,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.5,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.4,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.32,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.412739,2,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.699463,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.391304,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.29697,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.528736,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.130973,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.666667,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.404181,0,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.0,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.474359,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.331984,0,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.372385,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.437229,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.42025,2,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.59322,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.815789,1,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.396364,0,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.410714,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.441341,1,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.432292,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.431818,1,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.395683,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.542373,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.793103,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.796875,1,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.474359,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.293413,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.487805,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.370246,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.487179,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.489796,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.539604,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.484211,0,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.3125,0,0,1,14,26,14,3,0,0,0,0,1,0,0,0
0.452381,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.376569,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.428571,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.348993,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.369919,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.486667,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.649573,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.461538,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.465116,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.440909,1,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.454545,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.436123,1,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.400966,1,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.468254,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.235294,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.525758,0,7,1,14,26,14,3,0,0,0,0,1,0,0,0
0.453608,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.416667,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.585253,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.489796,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.465241,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.368,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.592166,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.590551,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.594655,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.638734,0,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.490683,0,8,1,14,26,14,3,0,0,0,0,1,0,0,0
0.834711,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.648045,0,4,1,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.914286,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.34375,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.082126,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.326531,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.645051,0,6,1,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.5,0,1,1,14,26,14,3,0,0,0,0,1,0,0,0
0.468085,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.326531,1,2,1,14,26,14,3,0,0,0,0,1,0,0,0
0.455128,1,5,1,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.421053,0,3,1,14,26,14,3,0,0,0,0,1,0,0,0
0.488889,0,13,2,14,26,14,3,0,0,0,0,1,0,0,0
0.368201,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.567164,0,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.4,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.47619,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.812796,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.760252,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.631436,2,8,2,14,26,14,3,0,0,0,0,1,0,0,0
0.381818,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.083333,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.863636,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.435407,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.385965,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.8,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.731707,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.431034,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.384615,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.402062,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.378641,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.44898,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.589286,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.68128,1,10,2,14,26,14,3,0,0,0,0,1,0,0,0
0.351064,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.357447,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.690513,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
0.298246,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.228571,0,1,2,14,26,14,3,0,0,0,0,1,0,0,0
0.557103,1,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.449495,0,10,2,14,26,14,3,0,0,0,0,1,0,0,0
0.39759,1,10,2,14,26,14,3,0,0,0,0,1,0,0,0
0.387755,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.431034,1,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.606838,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.481928,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.439394,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.326531,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.412214,2,8,2,14,26,14,3,0,0,0,0,1,0,0,0
0.661765,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.415929,1,10,2,14,26,14,3,0,0,0,0,1,0,0,0
0.367347,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.463415,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.589744,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.346939,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.468354,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.416918,0,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.541436,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.559322,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.629032,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.412214,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.515759,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.512894,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.375,0,0,2,14,26,14,3,0,0,0,0,1,0,0,0
0.425234,1,6,2,14,26,14,3,0,0,0,0,1,0,0,0
0.408163,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.45614,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.235294,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.380435,0,4,2,14,26,14,3,0,0,0,0,1,0,0,0
0.57971,0,2,2,14,26,14,3,0,0,0,0,1,0,0,0
0.4,0,3,2,14,26,14,3,0,0,0,0,1,0,0,0
0.701031,1,7,2,14,26,14,3,0,0,0,0,1,0,0,0
0.645161,0,5,2,14,26,14,3,0,0,0,0,1,0,0,0
