URL_length,parameter_maxlen,digit_percentage,letter_percentage,parameter_number,XSS_count,evil_char_count,char_0,char_13,char_14,char_16,char_17,char_18,char_20,char_21,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,label
60,48,0.0,0.716667,1,4,17,6,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
62,50,0.0,0.693548,1,4,19,6,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
56,43,0.0,0.678571,1,3,18,6,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
52,41,0.0,0.711538,1,4,15,4,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
56,41,0.0,0.732143,1,5,15,4,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
48,0,0.0,0.708333,0,4,14,2,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
48,36,0.0,0.6875,1,3,15,4,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
53,29,0.0,0.660377,1,1,18,2,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
69,0,0.0,0.492754,0,4,35,2,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
53,41,0.0,0.716981,1,4,15,4,1,5,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
